,Vert Knife Pos,Vert Knife Pos,Vert Knife Pos,Vert Knife Pos,Vert Knife Pos,Vert Knife Pos,Vert Knife Pos,Vert Knife Pos,Horiz Knife Pos,Horiz Knife Pos,Horiz Knife Pos,Horiz Knife Pos,Horiz Knife Pos,Horiz Knife Pos,Horiz Knife Pos,Horiz Knife Pos,Horiz Knife Pos
617.8,0.72686,3.65604,4.76477,6.53879,13.95376,28.45417,30.86159,25.97793,-0.32124,0.77816,2.53411,5.71761,14.5391,25.47561,30.28307,32.70009,36.08161
618,1.59127,1.89928,4.3864,7.76293,15.43239,27.33243,27.95894,25.65897,0.40442,-0.21307,3.74839,5.20434,11.21477,21.57841,30.71289,32.94333,34.27804
618.2,1.25229,4.31369,4.53054,7.61638,13.65462,30.13243,34.54301,30.28828,0.99735,0.7957,3.83768,3.46097,13.80937,27.84944,35.73921,28.7091,35.08161
618.4,1.86246,2.95333,4.55757,7.65948,13.88538,27.0107,30.02973,32.80552,1.66991,1.31325,3.71268,4.31938,12.8364,26.32607,36.57254,24.32171,34.34054
618.6,1.76924,4.0164,3.80081,7.6681,13.31274,25.402,32.56071,29.6331,0.36903,2.16412,2.85554,3.93885,8.97153,24.75598,31.91465,30.37577,27.45661
618.8,2.04042,3.76414,4.01703,8.6681,14.18453,23.95852,34.8085,30.75379,0.35133,2.4536,3.85554,4.36363,11.91748,23.02701,35.7743,27.0064,29.88518
619,1.5489,1.89928,5.64766,8.14224,13.34692,24.78461,29.6492,32.18483,1.73186,1.05886,2.88232,4.62912,12.62018,23.26065,31.09009,27.14153,26.59054
619.2,1.24381,2.28667,3.68369,5.53879,12.19308,26.17591,27.21558,31.71069,0.74071,2.34833,1.86446,5.03619,12.80036,22.18589,31.04623,27.61901,36.44768
619.4,1.75229,1.25964,4.70171,3.84914,13.18453,29.38461,26.7023,31.07276,1.67876,1.99746,1.65911,3.93,15.25081,21.17654,32.44096,29.63703,36.79589
619.6,2.07432,1.25964,3.19721,4.17672,17.8512,22.92374,30.10053,29.73655,0.8646,0.515,1.46268,5.77956,13.59315,22.27,27.23921,26.05144,28.05482
619.8,2.22686,3.56595,2.05306,5.46983,14.27855,24.04548,30.07398,24.32276,0.18319,0.58518,1.71268,5.00965,11.97153,24.79336,28.02868,25.4118,31.19768
