Energy,0.01946,0.05592,0.09239,0.12886,0.16533,0.2018,0.23827,0.27473,0.3112,0.34767,0.38414,0.42061,0.45708,0.49355,0.53001,0.56648,0.60295,0.63942,0.67589,0.71236
1106.81,6.93694,21.2733,48.7988,83.0605,100.1,107.319,136.491,178.832,216.99,241.137,261.412,275.849,278.049,281.953,289.213,297.697,329.977,312.376,320.704,187.424
1107.43,7.98421,23.7275,52.8606,87.6379,104.686,107.55,130.672,169.312,196.307,215.39,227.509,241.386,242.866,244.136,254.994,264.588,289.587,293.958,317.737,297.374
1108.05,7.30505,26.0088,56.1595,90.9556,104.22,104.924,121.138,152.797,174.39,185.779,194.105,203.605,207.517,206.569,217.488,224.976,259.78,280.919,314.43,323.507
1108.67,10.2372,29.404,59.1288,90.9964,98.0821,96.9774,111.617,132.598,148.413,154.37,163.056,167.676,171.088,171.918,180.464,193.329,217.283,224.4,341.274,253.374
1109.28,7.97082,29.7775,61.1294,88.2093,95.0914,90.5785,100.31,112.713,125.996,126.103,132.062,134.959,137.917,137.459,146.468,158.357,175.719,188.893,293.278,205.507
1109.9,8.95676,28.3912,60.6052,79.4146,83.0117,81.2316,84.2003,96.5556,102.557,101.758,104.023,105.662,108.317,107.757,114.634,124.811,141.428,159.798,234.03,231.807
1110.52,10.9318,28.1742,58.5015,69.685,70.0226,67.7147,68.8704,78.1936,81.1911,79.9901,79.0487,80.656,82.7761,82.7598,88.6813,96.636,113.654,132.311,156.808,235.574
1111.14,10.296,27.6379,49.5996,58.3762,57.3367,55.2007,55.6524,61.666,62.4989,60.4035,58.8997,59.2549,61.5729,61.7822,68.2276,76.7245,88.4849,102.886,106.215,179.79
1111.77,10.8903,26.4016,41.3443,46.8979,44.0533,45.3346,43.6844,48.6712,48.0046,44.3215,43.3271,43.5879,45.8657,46.3268,51.8315,58.0321,67.0831,75.3227,100.033,86.357
1112.39,9.94197,22.8496,32.2531,35.4516,36.1554,34.0253,34.8737,35.6716,35.2598,32.5838,33.2773,32.9478,34.4667,35.8222,38.7315,44.0095,48.6911,58.238,72.2187,96.4737
1113.01,8.32932,18.1826,25.5043,26.4021,26.1283,27.2076,25.7237,26.5415,26.0494,25.2816,25.5251,26.094,26.9527,28.1049,29.3799,34.0867,40.1455,48.9764,52.9742,59.4403
